,J1,J2,J3,J4,J5,J6
2045,-2.3403327465057373,-1.3761212825775146,-2.0779759883880615,0.11320900917053223,1.7141648530960083,-0.08924572169780731
2046,-2.3403115272521973,-1.376366376876831,-2.078005075454712,0.11415410041809082,1.713936448097229,-0.08892276883125305
2047,-2.3402905464172363,-1.3766112327575684,-2.078033685684204,0.11509847640991211,1.7137079238891602,-0.08860010653734207
2048,-2.340268850326538,-1.3768556118011475,-2.0780622959136963,0.1160421371459961,1.7134785652160645,-0.08827745914459229
2049,-2.3402469158172607,-1.3770993947982788,-2.0780909061431885,0.11698520183563232,1.7132488489151,-0.08795490115880966
2050,-2.3402249813079834,-1.377342939376831,-2.0781195163726807,0.11792778968811035,1.713018774986267,-0.08763259649276733
2051,-2.340202569961548,-1.377585768699646,-2.078148126602173,0.11886966228485107,1.7127879858016968,-0.08731038123369217
2052,-2.340179920196533,-1.3778283596038818,-2.078176736831665,0.1198112964630127,1.7125569581985474,-0.08698824048042297
2053,-2.3401567935943604,-1.3780704736709595,-2.078204870223999,0.12075173854827881,1.712325096130371,-0.08666620403528214
2054,-2.3401336669921875,-1.3783119916915894,-2.078233003616333,0.12169158458709717,1.7120929956436157,-0.08634438365697861
2055,-2.3401103019714355,-1.3785535097122192,-2.078261137008667,0.12263143062591553,1.7118605375289917,-0.08602263778448105
2056,-2.3400866985321045,-1.3787943124771118,-2.078289270401001,0.12357032299041748,1.7116276025772095,-0.0857011005282402
2057,-2.3400626182556152,-1.3790347576141357,-2.0783169269561768,0.12450838088989258,1.7113938331604004,-0.08537960797548294
2058,-2.3400380611419678,-1.3792747259140015,-2.0783450603485107,0.12544643878936768,1.7111594676971436,-0.08505820482969284
2059,-2.3400137424468994,-1.3795143365859985,-2.0783727169036865,0.12638342380523682,1.7109251022338867,-0.08473704755306244
2060,-2.3399887084960938,-1.3797533512115479,-2.078399896621704,0.1273193359375,1.7106900215148926,-0.084415964782238
2061,-2.339963674545288,-1.379992127418518,-2.07842755317688,0.12825548648834229,1.7104545831680298,-0.08409500122070312
2062,-2.339938163757324,-1.3802305459976196,-2.0784552097320557,0.12919104099273682,1.7102183103561401,-0.08377417922019958
